"Pathway","Exposure","Mediator","Outcome","individual_IE","PIP_individual_IE","IED","PIP_IED","IEC","PIP_IEC"
"TSC/mTOR","CNA_MTOR","Protein_RB1","Drug_erlotinib","2.017e-05","0.0028","2.037e-05","0.0028","-2e-07","1e-04"
"TSC/mTOR","CNA_MTOR","Protein_RPS6","Drug_erlotinib","4.475e-05","0.0266","4.241e-05","0.0248","2.34e-06","0.0019"
"TSC/mTOR","CNA_RB1","mRNA_RPS6KB1","Drug_erlotinib","1.299e-05","0.0038","8.14e-06","0.0019","4.86e-06","0.002"
"TSC/mTOR","CNA_RB1","mRNA_RPS6","Drug_erlotinib","6.68e-06","0.0046","-1.096e-05","0.0024","1.764e-05","0.003"
"TSC/mTOR","CNA_RB1","mRNA_RB1","Drug_erlotinib","-0.00028318","0.027","-0.0002843","0.027","1.12e-06","2e-04"
"TSC/mTOR","CNA_RB1","mRNA_EIF4EBP1","Drug_erlotinib","6.16e-06","0.0018","3.78e-06","0.0012","2.38e-06","6e-04"
"TSC/mTOR","CNA_RB1","mRNA_MTOR","Drug_erlotinib","-4.459e-05","0.0095","-8.11e-06","0.0043","-3.648e-05","0.0056"
"TSC/mTOR","CNA_RB1","Protein_EIF4EBP1","Drug_erlotinib","1.424e-05","0.0034","6.33e-06","8e-04","7.91e-06","0.0026"
"TSC/mTOR","CNA_RB1","Protein_MTOR","Drug_erlotinib","-2.922e-05","0.0036","-2.913e-05","0.0035","-8e-08","1e-04"
"TSC/mTOR","CNA_RB1","Protein_RPS6KB1","Drug_erlotinib","-8.1e-07","0.0035","-1.63e-06","0.0032","8.2e-07","3e-04"
"TSC/mTOR","CNA_RB1","Protein_RB1","Drug_erlotinib","4.83e-06","0.0011","4.91e-06","0.001","-8e-08","1e-04"
"TSC/mTOR","CNA_RB1","Protein_RPS6","Drug_erlotinib","0.00071548","0.0335","0.00072208","0.0315","-6.61e-06","0.0024"
"TSC/mTOR","CNA_RPS6KB1","mRNA_RPS6KB1","Drug_erlotinib","-2.85e-06","0.0254","-9.44e-06","0.0249","6.6e-06","0.0014"
"TSC/mTOR","CNA_RPS6KB1","mRNA_RPS6","Drug_erlotinib","8.92e-06","0.0032","1.138e-05","0.001","-2.46e-06","0.0022"
"TSC/mTOR","CNA_RPS6KB1","mRNA_RB1","Drug_erlotinib","3.88e-06","0.0013","3.98e-06","0.0012","-1.1e-07","2e-04"
"TSC/mTOR","CNA_RPS6KB1","mRNA_EIF4EBP1","Drug_erlotinib","8e-07","0.0022","5.52e-06","6e-04","-4.72e-06","0.0017"
"TSC/mTOR","CNA_RPS6KB1","mRNA_MTOR","Drug_erlotinib","-0.00034229","0.0345","-1.317e-05","0.0021","-0.00032912","0.0339"
"TSC/mTOR","CNA_RPS6KB1","Protein_EIF4EBP1","Drug_erlotinib","-6.62e-06","0.0021","1.17e-06","6e-04","-7.78e-06","0.0015"
"TSC/mTOR","CNA_RPS6KB1","Protein_MTOR","Drug_erlotinib","2.26e-06","0.0014","1.57e-06","2e-04","6.9e-07","0.0012"
"TSC/mTOR","CNA_RPS6KB1","Protein_RPS6KB1","Drug_erlotinib","0.00024875","0.0129","0.00021575","0.0094","3.3e-05","0.0041"
"TSC/mTOR","CNA_RPS6KB1","Protein_RB1","Drug_erlotinib","-8.059e-05","0.0062","-8.068e-05","0.0061","9e-08","1e-04"
"TSC/mTOR","CNA_RPS6KB1","Protein_RPS6","Drug_erlotinib","0.00023367","0.0315","0.00022899","0.0289","4.68e-06","0.0029"
"TSC/mTOR","CNA_EIF4EBP1","mRNA_RPS6KB1","Drug_erlotinib","-3.23e-06","6e-04","-3.39e-06","3e-04","1.6e-07","3e-04"
"TSC/mTOR","CNA_EIF4EBP1","mRNA_RPS6","Drug_erlotinib","-0.00045248","0.0714","5.874e-05","0.0046","-0.00051122","0.0707"
"TSC/mTOR","CNA_EIF4EBP1","mRNA_RB1","Drug_erlotinib","-1.49e-06","0.0024","1.19e-06","0.001","-2.69e-06","0.0015"
"TSC/mTOR","CNA_EIF4EBP1","mRNA_EIF4EBP1","Drug_erlotinib","0.00059125","0.0373","0.00057545","0.0368","1.58e-05","0.0038"
"TSC/mTOR","CNA_EIF4EBP1","mRNA_MTOR","Drug_erlotinib","1.731e-05","0.0044","1.208e-05","0.0017","5.24e-06","0.0027"
"TSC/mTOR","CNA_EIF4EBP1","Protein_EIF4EBP1","Drug_erlotinib","2.6e-06","0.0016","1.17e-06","4e-04","1.43e-06","0.0012"
"TSC/mTOR","CNA_EIF4EBP1","Protein_MTOR","Drug_erlotinib","6e-08","0.0011","-8e-08","1e-04","1.4e-07","0.001"
"TSC/mTOR","CNA_EIF4EBP1","Protein_RPS6KB1","Drug_erlotinib","-3.895e-05","0.0054","-3.574e-05","0.0028","-3.2e-06","0.0027"
"TSC/mTOR","CNA_EIF4EBP1","Protein_RB1","Drug_erlotinib","-0.00011563","0.008","-0.00011585","0.008","2.2e-07","2e-04"
"TSC/mTOR","CNA_EIF4EBP1","Protein_RPS6","Drug_erlotinib","0.00031774","0.0264","0.0003039","0.023","1.385e-05","0.0035"
"TSC/mTOR","CNA_RPS6","mRNA_RPS6KB1","Drug_erlotinib","2e-06","7e-04","1.66e-06","3e-04","3.4e-07","4e-04"
"TSC/mTOR","CNA_RPS6","mRNA_RPS6","Drug_erlotinib","0.00429791","0.0755","0.00427584","0.0755","2.207e-05","0.004"
"TSC/mTOR","CNA_RPS6","mRNA_RB1","Drug_erlotinib","-2.56e-06","0.0014","-5.9e-07","7e-04","-1.98e-06","8e-04"
"TSC/mTOR","CNA_RPS6","mRNA_EIF4EBP1","Drug_erlotinib","-0.00025947","0.0351","2.249e-05","0.0021","-0.00028196","0.035"
"TSC/mTOR","CNA_RPS6","mRNA_MTOR","Drug_erlotinib","8.71e-06","0.0018","1.073e-05","0.0017","-2.02e-06","2e-04"
"TSC/mTOR","CNA_RPS6","Protein_EIF4EBP1","Drug_erlotinib","9.21e-06","0.0024","1.198e-05","0.0011","-2.76e-06","0.0013"
"TSC/mTOR","CNA_RPS6","Protein_MTOR","Drug_erlotinib","1.06e-06","0.0039","2.82e-06","0.003","-1.76e-06","9e-04"
"TSC/mTOR","CNA_RPS6","Protein_RPS6KB1","Drug_erlotinib","-3.27e-06","0.0022","-1.74e-06","0.0014","-1.52e-06","8e-04"
"TSC/mTOR","CNA_RPS6","Protein_RB1","Drug_erlotinib","-1.359e-05","0.0018","-1.311e-05","0.0017","-4.9e-07","1e-04"
"TSC/mTOR","CNA_RPS6","Protein_RPS6","Drug_erlotinib","0.0001576","0.0228","0.0001673","0.0203","-9.71e-06","0.0025"
"TSC/mTOR","mRNA_RPS6KB1","Protein_EIF4EBP1","Drug_erlotinib","-2.666e-05","0.0063","1.68e-06","6e-04","-2.833e-05","0.0058"
"TSC/mTOR","mRNA_RPS6KB1","Protein_MTOR","Drug_erlotinib","5.94e-06","0.003","6.58e-06","0.0016","-6.5e-07","0.0014"
"TSC/mTOR","mRNA_RPS6KB1","Protein_RPS6KB1","Drug_erlotinib","0.01025625","0.1137","0.01025268","0.1137","3.57e-06","0.0022"
"TSC/mTOR","mRNA_RPS6KB1","Protein_RB1","Drug_erlotinib","-2.276e-05","0.0018","-1.924e-05","0.0012","-3.52e-06","6e-04"
"TSC/mTOR","mRNA_RPS6KB1","Protein_RPS6","Drug_erlotinib","0.00057024","0.0363","0.00057601","0.0281","-5.77e-06","0.0085"
"TSC/mTOR","mRNA_RPS6","Protein_EIF4EBP1","Drug_erlotinib","-5.22e-06","0.0017","-2.96e-06","7e-04","-2.27e-06","0.001"
"TSC/mTOR","mRNA_RPS6","Protein_MTOR","Drug_erlotinib","-6.27e-06","0.0025","-3.76e-06","0.0016","-2.51e-06","9e-04"
"TSC/mTOR","mRNA_RPS6","Protein_RPS6KB1","Drug_erlotinib","1.37e-05","0.0049","1.311e-05","0.004","5.9e-07","9e-04"
"TSC/mTOR","mRNA_RPS6","Protein_RB1","Drug_erlotinib","-1.27e-06","0.001","-1.27e-06","0.001","0","0"
"TSC/mTOR","mRNA_RPS6","Protein_RPS6","Drug_erlotinib","0.0001628","0.0239","0.00016803","0.023","-5.23e-06","9e-04"
"TSC/mTOR","mRNA_RB1","Protein_EIF4EBP1","Drug_erlotinib","9.9e-06","0.0039","3.95e-06","9e-04","5.95e-06","0.0031"
"TSC/mTOR","mRNA_RB1","Protein_MTOR","Drug_erlotinib","1.228e-05","0.0019","9.56e-06","0.0015","2.72e-06","4e-04"
"TSC/mTOR","mRNA_RB1","Protein_RPS6KB1","Drug_erlotinib","-8.251e-05","0.0088","-7.069e-05","0.0055","-1.182e-05","0.0034"
"TSC/mTOR","mRNA_RB1","Protein_RB1","Drug_erlotinib","-0.00172469","0.0323","-0.00172491","0.0323","2.2e-07","1e-04"
"TSC/mTOR","mRNA_RB1","Protein_RPS6","Drug_erlotinib","0.00261577","0.0734","0.00262701","0.0662","-1.124e-05","0.0077"
"TSC/mTOR","mRNA_EIF4EBP1","Protein_EIF4EBP1","Drug_erlotinib","0.00055921","0.0288","0.00055982","0.0288","-6.2e-07","0.0012"
"TSC/mTOR","mRNA_EIF4EBP1","Protein_MTOR","Drug_erlotinib","-3.629e-05","0.0135","3.77e-06","0.0017","-4.006e-05","0.0121"
"TSC/mTOR","mRNA_EIF4EBP1","Protein_RPS6KB1","Drug_erlotinib","-0.00025792","0.0253","-4.779e-05","0.0032","-0.00021013","0.0237"
"TSC/mTOR","mRNA_EIF4EBP1","Protein_RB1","Drug_erlotinib","-1.279e-05","0.0033","-1.276e-05","0.0026","-3e-08","7e-04"
"TSC/mTOR","mRNA_EIF4EBP1","Protein_RPS6","Drug_erlotinib","0.00285162","0.0832","0.00203857","0.0528","0.00081306","0.0347"
"TSC/mTOR","mRNA_MTOR","Protein_EIF4EBP1","Drug_erlotinib","3.559e-05","0.014","1.52e-06","5e-04","3.407e-05","0.0138"
"TSC/mTOR","mRNA_MTOR","Protein_MTOR","Drug_erlotinib","-0.00046059","0.026","-0.00045754","0.0256","-3.05e-06","0.001"
"TSC/mTOR","mRNA_MTOR","Protein_RPS6KB1","Drug_erlotinib","-1.244e-05","0.0074","-1.721e-05","0.0022","4.77e-06","0.0054"
"TSC/mTOR","mRNA_MTOR","Protein_RB1","Drug_erlotinib","-2.017e-05","0.0029","-1.948e-05","0.0022","-6.9e-07","9e-04"
"TSC/mTOR","mRNA_MTOR","Protein_RPS6","Drug_erlotinib","0.00036576","0.0321","0.00038087","0.0252","-1.511e-05","0.0077"
"Apoptosis","CNA_CASP7","mRNA_BAD","Drug_gefitinib","1.93e-06","0.0022","3e-07","6e-04","1.62e-06","0.0017"
"Apoptosis","CNA_CASP7","mRNA_BID","Drug_gefitinib","5.7e-06","0.0012","2.24e-06","3e-04","3.46e-06","9e-04"
"Apoptosis","CNA_CASP7","mRNA_BAK1","Drug_gefitinib","3.821e-05","0.0138","-1.152e-05","9e-04","4.973e-05","0.0129"
"Apoptosis","CNA_CASP7","mRNA_BAX","Drug_gefitinib","9.47e-06","0.0017","3.47e-06","9e-04","6e-06","0.001"
"Apoptosis","CNA_CASP7","mRNA_BIRC2","Drug_gefitinib","-4.678e-05","0.0037","-4.466e-05","0.0026","-2.12e-06","0.0011"
"Apoptosis","CNA_CASP7","mRNA_BCL2L11","Drug_gefitinib","1.068e-05","0.0049","1.333e-05","0.0023","-2.65e-06","0.0028"
"Apoptosis","CNA_CASP7","mRNA_CASP7","Drug_gefitinib","-0.00138103","0.0507","-0.00136786","0.0499","-1.318e-05","0.002"
"Apoptosis","CNA_CASP7","mRNA_BCL2L1","Drug_gefitinib","4.507e-05","0.0022","4.457e-05","0.0019","5e-07","4e-04"
"Apoptosis","CNA_CASP7","mRNA_BCL2","Drug_gefitinib","3.559e-05","0.0063","4.364e-05","0.0046","-8.05e-06","0.0018"
"Apoptosis","CNA_CASP7","Protein_BAD","Drug_gefitinib","1.523e-05","0.003","4.95e-06","7e-04","1.028e-05","0.0023"
"Apoptosis","CNA_CASP7","Protein_BAK1","Drug_gefitinib","-5.55e-06","0.0042","-3.13e-06","0.0027","-2.42e-06","0.0018"
"Apoptosis","CNA_CASP7","Protein_BAX","Drug_gefitinib","-1.039e-05","0.0036","-1.67e-06","3e-04","-8.72e-06","0.0033"
"Apoptosis","CNA_CASP7","Protein_BCL2","Drug_gefitinib","4.68e-06","0.0026","5.23e-06","7e-04","-5.4e-07","0.0019"
"Apoptosis","CNA_CASP7","Protein_BCL2L1","Drug_gefitinib","-8.63e-06","0.0082","-1.235e-05","0.0027","3.72e-06","0.0063"
"Apoptosis","CNA_CASP7","Protein_BID","Drug_gefitinib","-1.594e-05","0.0066","-9.07e-06","0.0015","-6.87e-06","0.0052"
"Apoptosis","CNA_CASP7","Protein_BCL2L11","Drug_gefitinib","-2.317e-05","0.0051","-2.137e-05","0.001","-1.81e-06","0.0041"
"Apoptosis","CNA_CASP7","Protein_CASP7","Drug_gefitinib","2.75e-06","0.0037","5.32e-06","0.0019","-2.57e-06","0.0018"
"Apoptosis","CNA_CASP7","Protein_BIRC2","Drug_gefitinib","2.564e-05","0.0106","3.566e-05","0.0037","-1.002e-05","0.007"
"Apoptosis","CNA_BAD","mRNA_BAD","Drug_gefitinib","-0.00019593","0.027","-0.00017118","0.0253","-2.475e-05","0.0043"
"Apoptosis","CNA_BAD","mRNA_BID","Drug_gefitinib","-4.2e-06","0.0023","-1.73e-06","0.0011","-2.48e-06","0.0015"
"Apoptosis","CNA_BAD","mRNA_BAK1","Drug_gefitinib","0.00019847","0.0293","2.157e-05","0.0018","0.0001769","0.0287"
"Apoptosis","CNA_BAD","mRNA_BAX","Drug_gefitinib","2.312e-05","0.0067","-6.6e-07","2e-04","2.378e-05","0.0066"
"Apoptosis","CNA_BAD","mRNA_BIRC2","Drug_gefitinib","-3.04e-06","0.0026","4.4e-07","8e-04","-3.48e-06","0.0019"
"Apoptosis","CNA_BAD","mRNA_BCL2L11","Drug_gefitinib","-9.05e-06","0.0036","-7.7e-06","0.0019","-1.36e-06","0.0017"
"Apoptosis","CNA_BAD","mRNA_CASP7","Drug_gefitinib","-2.58e-06","0.0056","-3.93e-06","0.0025","1.35e-06","0.0031"
"Apoptosis","CNA_BAD","mRNA_BCL2L1","Drug_gefitinib","-2.161e-05","0.0029","-1.845e-05","0.0018","-3.16e-06","0.0011"
"Apoptosis","CNA_BAD","mRNA_BCL2","Drug_gefitinib","-2e-06","0.0021","-4.23e-06","8e-04","2.23e-06","0.0013"
"Apoptosis","CNA_BAD","Protein_BAD","Drug_gefitinib","1.53e-06","0.0042","-1.055e-05","0.0016","1.208e-05","0.0029"
"Apoptosis","CNA_BAD","Protein_BAK1","Drug_gefitinib","-4.496e-05","0.0126","-2.638e-05","0.0051","-1.858e-05","0.0088"
"Apoptosis","CNA_BAD","Protein_BAX","Drug_gefitinib","-3.106e-05","0.0088","-1.778e-05","0.0019","-1.328e-05","0.0069"
"Apoptosis","CNA_BAD","Protein_BCL2","Drug_gefitinib","1.74e-05","0.0033","9.01e-06","0.0013","8.39e-06","0.0024"
"Apoptosis","CNA_BAD","Protein_BCL2L1","Drug_gefitinib","4.358e-05","0.0184","2.293e-05","0.0036","2.064e-05","0.0154"
"Apoptosis","CNA_BAD","Protein_BID","Drug_gefitinib","2.24e-05","0.0122","1.044e-05","0.0048","1.197e-05","0.008"
"Apoptosis","CNA_BAD","Protein_BCL2L11","Drug_gefitinib","-2.706e-05","0.0094","-8.95e-06","0.0016","-1.811e-05","0.0078"
"Apoptosis","CNA_BAD","Protein_CASP7","Drug_gefitinib","-1.57e-05","0.0084","-5e-07","0.0049","-1.521e-05","0.0039"
"Apoptosis","CNA_BAD","Protein_BIRC2","Drug_gefitinib","-0.00270411","0.0827","-0.00269796","0.0812","-6.15e-06","0.0057"
"Apoptosis","CNA_BIRC2","mRNA_BAD","Drug_gefitinib","2.58e-06","0.0098","4.56e-06","0.0012","-1.99e-06","0.0092"
"Apoptosis","CNA_BIRC2","mRNA_BID","Drug_gefitinib","7.13e-06","0.0023","7.05e-06","7e-04","8e-08","0.0016"
"Apoptosis","CNA_BIRC2","mRNA_BAK1","Drug_gefitinib","1.896e-05","0.0099","1.857e-05","0.0072","3.9e-07","0.0033"
"Apoptosis","CNA_BIRC2","mRNA_BAX","Drug_gefitinib","-5.62e-06","0.0088","-6.09e-06","0.0075","4.7e-07","0.0018"
"Apoptosis","CNA_BIRC2","mRNA_BIRC2","Drug_gefitinib","0.00252135","0.0429","0.0025199","0.0429","1.45e-06","7e-04"
"Apoptosis","CNA_BIRC2","mRNA_BCL2L11","Drug_gefitinib","-3.6e-06","0.0027","-6.3e-07","0.0011","-2.98e-06","0.0018"
"Apoptosis","CNA_BIRC2","mRNA_CASP7","Drug_gefitinib","1.424e-05","0.0146","1.89e-06","0.0036","1.235e-05","0.0116"
"Apoptosis","CNA_BIRC2","mRNA_BCL2L1","Drug_gefitinib","-2.67e-05","0.0057","-1.454e-05","9e-04","-1.216e-05","0.0048"
"Apoptosis","CNA_BIRC2","mRNA_BCL2","Drug_gefitinib","-1.02e-06","0.0028","-7.5e-07","0.0012","-2.7e-07","0.0016"
"Apoptosis","CNA_BIRC2","Protein_BAD","Drug_gefitinib","5.4e-07","0.0025","-2.09e-06","6e-04","2.63e-06","0.0019"
"Apoptosis","CNA_BIRC2","Protein_BAK1","Drug_gefitinib","-1.987e-05","0.0034","-1.831e-05","0.0013","-1.56e-06","0.0021"
"Apoptosis","CNA_BIRC2","Protein_BAX","Drug_gefitinib","-8.253e-05","0.0085","-5.413e-05","0.005","-2.839e-05","0.0043"
"Apoptosis","CNA_BIRC2","Protein_BCL2","Drug_gefitinib","1.084e-05","0.0034","9.81e-06","0.002","1.03e-06","0.0014"
"Apoptosis","CNA_BIRC2","Protein_BCL2L1","Drug_gefitinib","-3.87e-06","0.0054","-1.667e-05","0.0015","1.28e-05","0.0039"
"Apoptosis","CNA_BIRC2","Protein_BID","Drug_gefitinib","8.7e-06","0.0042","6.73e-06","0.0016","1.97e-06","0.0029"
"Apoptosis","CNA_BIRC2","Protein_BCL2L11","Drug_gefitinib","-3.137e-05","0.008","-2.994e-05","0.0016","-1.43e-06","0.0067"
"Apoptosis","CNA_BIRC2","Protein_CASP7","Drug_gefitinib","2.172e-05","0.0067","2.391e-05","0.0035","-2.19e-06","0.0034"
"Apoptosis","CNA_BIRC2","Protein_BIRC2","Drug_gefitinib","1.4e-06","0.0086","1.83e-06","0.0041","-4.3e-07","0.0052"
"Apoptosis","CNA_BCL2","mRNA_BAD","Drug_gefitinib","-2.17e-06","0.0041","3e-08","0.0025","-2.2e-06","0.0019"
"Apoptosis","CNA_BCL2","mRNA_BID","Drug_gefitinib","-1.64e-06","0.001","-1.05e-06","4e-04","-5.9e-07","6e-04"
"Apoptosis","CNA_BCL2","mRNA_BAK1","Drug_gefitinib","6.73e-06","0.0026","-6e-08","0.0011","6.79e-06","0.0018"
"Apoptosis","CNA_BCL2","mRNA_BAX","Drug_gefitinib","-3.9e-06","0.0013","0","0","-3.9e-06","0.0013"
"Apoptosis","CNA_BCL2","mRNA_BIRC2","Drug_gefitinib","2.78e-06","0.0025","2.7e-06","7e-04","8e-08","0.0018"
"Apoptosis","CNA_BCL2","mRNA_BCL2L11","Drug_gefitinib","6.642e-05","0.023","2.184e-05","0.0013","4.458e-05","0.0229"
"Apoptosis","CNA_BCL2","mRNA_CASP7","Drug_gefitinib","-3.323e-05","0.0058","-3.88e-05","0.0033","5.57e-06","0.0026"
"Apoptosis","CNA_BCL2","mRNA_BCL2L1","Drug_gefitinib","1.261e-05","0.0041","1.543e-05","0.0017","-2.82e-06","0.0025"
"Apoptosis","CNA_BCL2","mRNA_BCL2","Drug_gefitinib","0.0003585","0.0365","0.00035252","0.0364","5.98e-06","0.0032"
"Apoptosis","CNA_BCL2","Protein_BAD","Drug_gefitinib","2.16e-06","0.0029","4.09e-06","8e-04","-1.93e-06","0.0024"
"Apoptosis","CNA_BCL2","Protein_BAK1","Drug_gefitinib","1.75e-06","0.0074","4.51e-06","0.0045","-2.76e-06","0.0032"
"Apoptosis","CNA_BCL2","Protein_BAX","Drug_gefitinib","0.00011132","0.0109","9.81e-05","0.0062","1.322e-05","0.0054"
"Apoptosis","CNA_BCL2","Protein_BCL2","Drug_gefitinib","-4.18e-06","0.0037","-1.64e-06","0.0013","-2.54e-06","0.0024"
"Apoptosis","CNA_BCL2","Protein_BCL2L1","Drug_gefitinib","-1.235e-05","0.0077","-7.45e-06","0.003","-4.9e-06","0.0048"
"Apoptosis","CNA_BCL2","Protein_BID","Drug_gefitinib","1.645e-05","0.0059","9.1e-06","0.0013","7.35e-06","0.0048"
"Apoptosis","CNA_BCL2","Protein_BCL2L11","Drug_gefitinib","1.086e-05","0.0075","2.64e-06","0.0018","8.22e-06","0.006"
"Apoptosis","CNA_BCL2","Protein_CASP7","Drug_gefitinib","-6.25e-06","0.0041","-4.31e-06","4e-04","-1.94e-06","0.0037"
"Apoptosis","CNA_BCL2","Protein_BIRC2","Drug_gefitinib","-5.01e-05","0.011","-4.294e-05","0.0052","-7.15e-06","0.006"
"Apoptosis","CNA_BAX","mRNA_BAD","Drug_gefitinib","2.82e-06","0.0103","-9.68e-06","0.0013","1.251e-05","0.0097"
"Apoptosis","CNA_BAX","mRNA_BID","Drug_gefitinib","2.855e-05","0.0085","3.232e-05","0.006","-3.77e-06","0.0027"
"Apoptosis","CNA_BAX","mRNA_BAK1","Drug_gefitinib","7.31e-06","0.0048","5.94e-06","0.0018","1.38e-06","0.0031"
"Apoptosis","CNA_BAX","mRNA_BAX","Drug_gefitinib","-5.554e-05","0.0224","-5.664e-05","0.0219","1.1e-06","0.001"
"Apoptosis","CNA_BAX","mRNA_BIRC2","Drug_gefitinib","8.51e-06","0.0035","1.287e-05","0.0014","-4.36e-06","0.0021"
"Apoptosis","CNA_BAX","mRNA_BCL2L11","Drug_gefitinib","4.59e-06","0.0024","3.87e-06","5e-04","7.2e-07","0.0019"
"Apoptosis","CNA_BAX","mRNA_CASP7","Drug_gefitinib","0.00013223","0.0145","0.00011835","0.0083","1.387e-05","0.0067"
"Apoptosis","CNA_BAX","mRNA_BCL2L1","Drug_gefitinib","3.573e-05","0.0115","-6.97e-06","8e-04","4.27e-05","0.0114"
"Apoptosis","CNA_BAX","mRNA_BCL2","Drug_gefitinib","5.73e-06","0.0037","5.9e-07","0.0025","5.14e-06","0.0014"
"Apoptosis","CNA_BAX","Protein_BAD","Drug_gefitinib","-5.403e-05","0.0185","-2.81e-06","9e-04","-5.121e-05","0.0183"
"Apoptosis","CNA_BAX","Protein_BAK1","Drug_gefitinib","2.047e-05","0.0067","7.47e-06","0.0031","1.3e-05","0.0037"
"Apoptosis","CNA_BAX","Protein_BAX","Drug_gefitinib","0.00074687","0.0478","0.00074567","0.0468","1.2e-06","0.0051"
"Apoptosis","CNA_BAX","Protein_BCL2","Drug_gefitinib","4.9e-07","0.0037","-2.5e-06","0.0013","2.99e-06","0.0025"
"Apoptosis","CNA_BAX","Protein_BCL2L1","Drug_gefitinib","9.19e-06","0.0095","-9.6e-07","0.0022","1.016e-05","0.0075"
"Apoptosis","CNA_BAX","Protein_BID","Drug_gefitinib","-3.24e-06","0.0052","-2.9e-07","7e-04","-2.95e-06","0.0046"
"Apoptosis","CNA_BAX","Protein_BCL2L11","Drug_gefitinib","5.752e-05","0.0107","7.192e-05","0.003","-1.44e-05","0.0086"
"Apoptosis","CNA_BAX","Protein_CASP7","Drug_gefitinib","1.513e-05","0.0057","2.347e-05","0.0028","-8.34e-06","0.0034"
"Apoptosis","CNA_BAX","Protein_BIRC2","Drug_gefitinib","5.91e-05","0.011","7.703e-05","0.0042","-1.792e-05","0.0068"
"Apoptosis","CNA_BCL2L11","mRNA_BAD","Drug_gefitinib","-2.159e-05","0.0037","-2.01e-05","0.0011","-1.48e-06","0.0028"
"Apoptosis","CNA_BCL2L11","mRNA_BID","Drug_gefitinib","-5.13e-06","7e-04","-5.17e-06","6e-04","4e-08","1e-04"
"Apoptosis","CNA_BCL2L11","mRNA_BAK1","Drug_gefitinib","-1.38e-06","0.0064","3.35e-06","0.0053","-4.73e-06","0.0012"
"Apoptosis","CNA_BCL2L11","mRNA_BAX","Drug_gefitinib","1.76e-06","0.0012","4.39e-06","1e-04","-2.63e-06","0.0011"
"Apoptosis","CNA_BCL2L11","mRNA_BIRC2","Drug_gefitinib","3.89e-06","0.001","4.6e-07","3e-04","3.43e-06","7e-04"
"Apoptosis","CNA_BCL2L11","mRNA_BCL2L11","Drug_gefitinib","-8.47e-06","0.007","-1.407e-05","0.0044","5.6e-06","0.0036"
"Apoptosis","CNA_BCL2L11","mRNA_CASP7","Drug_gefitinib","-4.199e-05","0.0105","-5.93e-06","0.0027","-3.607e-05","0.0082"
"Apoptosis","CNA_BCL2L11","mRNA_BCL2L1","Drug_gefitinib","1.311e-05","0.0039","1.19e-05","0.0035","1.21e-06","4e-04"
"Apoptosis","CNA_BCL2L11","mRNA_BCL2","Drug_gefitinib","-1.99e-05","0.0052","-1.512e-05","0.0018","-4.78e-06","0.0034"
"Apoptosis","CNA_BCL2L11","Protein_BAD","Drug_gefitinib","1.108e-05","0.0024","1.405e-05","0.0014","-2.97e-06","0.001"
"Apoptosis","CNA_BCL2L11","Protein_BAK1","Drug_gefitinib","-2.37e-05","0.0097","-2.341e-05","0.0066","-3e-07","0.0039"
"Apoptosis","CNA_BCL2L11","Protein_BAX","Drug_gefitinib","-1.81e-06","0.0065","1.334e-05","0.0036","-1.515e-05","0.0034"
"Apoptosis","CNA_BCL2L11","Protein_BCL2","Drug_gefitinib","-1.64e-06","0.0022","7.8e-07","0.0011","-2.42e-06","0.0013"
"Apoptosis","CNA_BCL2L11","Protein_BCL2L1","Drug_gefitinib","-2.097e-05","0.0051","-1.386e-05","0.002","-7.11e-06","0.0031"
"Apoptosis","CNA_BCL2L11","Protein_BID","Drug_gefitinib","2.344e-05","0.0059","1.473e-05","0.0017","8.71e-06","0.0042"
"Apoptosis","CNA_BCL2L11","Protein_BCL2L11","Drug_gefitinib","0.00012907","0.0093","0.00010701","0.0053","2.206e-05","0.0041"
"Apoptosis","CNA_BCL2L11","Protein_CASP7","Drug_gefitinib","4.552e-05","0.0072","5.8e-05","0.0034","-1.248e-05","0.0038"
"Apoptosis","CNA_BCL2L11","Protein_BIRC2","Drug_gefitinib","-2.825e-05","0.0102","-2.456e-05","0.0044","-3.69e-06","0.0059"
"Apoptosis","CNA_BCL2L1","mRNA_BAD","Drug_gefitinib","4.3e-07","0.0047","-1.58e-06","7e-04","2.01e-06","0.004"
"Apoptosis","CNA_BCL2L1","mRNA_BID","Drug_gefitinib","-9.1e-07","0.001","-1.55e-06","7e-04","6.4e-07","3e-04"
"Apoptosis","CNA_BCL2L1","mRNA_BAK1","Drug_gefitinib","-5.19e-06","0.0032","-2.44e-06","0.002","-2.75e-06","0.0013"
"Apoptosis","CNA_BCL2L1","mRNA_BAX","Drug_gefitinib","-7.13e-06","0.008","-1.58e-06","0.001","-5.55e-06","0.0072"
"Apoptosis","CNA_BCL2L1","mRNA_BIRC2","Drug_gefitinib","-5.08e-06","0.002","-9e-08","0.001","-4.99e-06","0.0011"
"Apoptosis","CNA_BCL2L1","mRNA_BCL2L11","Drug_gefitinib","6.57e-06","0.0028","2.82e-06","0.0011","3.75e-06","0.0017"
"Apoptosis","CNA_BCL2L1","mRNA_CASP7","Drug_gefitinib","1.532e-05","0.0052","2.24e-05","0.0014","-7.08e-06","0.0042"
"Apoptosis","CNA_BCL2L1","mRNA_BCL2L1","Drug_gefitinib","-0.00049176","0.0268","-0.00048916","0.0266","-2.6e-06","0.0012"
