"Pathway","Exposure","Mediator","Outcome","IED","PIP_IED","IEC","PIP_IEC","IE","PIP_IE"
"RAS/MAPK","CNA_RAF1","mRNA_MAPK3","Drug_gefitinib","2.512e-05","0.0087","0","0.0143","2.513e-05","0.0207"
"RAS/MAPK","CNA_RAF1","mRNA_MAPK8","Drug_gefitinib","-1.52e-06","8e-04","-5.83e-06","0.0031","4.31e-06","0.0036"
"RAS/MAPK","CNA_RAF1","mRNA_MAPK14","Drug_gefitinib","2.255e-05","0.0021","5.327e-05","0.0275","-3.071e-05","0.0286"
"RAS/MAPK","CNA_RAF1","mRNA_RPS6KA1","Drug_gefitinib","0.00055212","0.0464","1.819e-05","0.0196","0.00053393","0.0569"
"RAS/MAPK","CNA_RAF1","mRNA_RAF1","Drug_gefitinib","0.00127053","0.0504","1.3e-05","0.0085","0.00125753","0.0509"
"RAS/MAPK","CNA_RAF1","mRNA_MAP2K1","Drug_gefitinib","2.76e-06","9e-04","-1.118e-05","0.0068","1.394e-05","0.0076"
"RAS/MAPK","CNA_RAF1","mRNA_JUN","Drug_gefitinib","2.747e-05","0.0051","4.2e-07","0.0044","2.705e-05","0.009"
"RAS/MAPK","CNA_RAF1","Protein_ARAF","Drug_gefitinib","7.45e-06","0.003","3.72e-06","0.0032","3.73e-06","0.0058"
"RAS/MAPK","CNA_RAF1","Protein_JUN","Drug_gefitinib","2.506e-05","0.0012","-4.1e-07","3e-04","2.546e-05","0.0015"
"RAS/MAPK","CNA_RAF1","Protein_RAF1","Drug_gefitinib","3.687e-05","0.0036","5e-06","0.0011","3.188e-05","0.0046"
"RAS/MAPK","CNA_RAF1","Protein_MAPK1","Drug_gefitinib","-3.21e-06","4e-04","-6.7e-07","0.0021","-2.54e-06","0.0025"
"RAS/MAPK","CNA_RAF1","Protein_MAPK8","Drug_gefitinib","2.42e-06","8e-04","-8e-07","8e-04","3.23e-06","0.0016"
"RAS/MAPK","CNA_RAF1","Protein_MAP2K1","Drug_gefitinib","-1.951e-05","0.002","5.5e-07","8e-04","-2.006e-05","0.0028"
"RAS/MAPK","CNA_RAF1","Protein_MAPK14","Drug_gefitinib","-1.06e-06","9e-04","0","0","-1.06e-06","9e-04"
"RAS/MAPK","CNA_RAF1","Protein_RPS6KA1","Drug_gefitinib","4.101e-05","0.0098","8.85e-06","0.01","3.216e-05","0.019"
"RAS/MAPK","CNA_RAF1","Protein_YBX1","Drug_gefitinib","3.68e-06","0.0022","-5.621e-05","0.0129","5.989e-05","0.0147"
"RAS/MAPK","CNA_MAPK14","mRNA_YBX1","Drug_gefitinib","-1.337e-05","0.0015","4.3e-07","0.0018","-1.38e-05","0.0032"
"RAS/MAPK","CNA_MAPK14","mRNA_ARAF","Drug_gefitinib","1.02e-06","7e-04","2.295e-05","0.0089","-2.193e-05","0.0093"
"RAS/MAPK","CNA_MAPK14","mRNA_MAPK1","Drug_gefitinib","6.69e-06","8e-04","-3.819e-05","0.0111","4.488e-05","0.0119"
"RAS/MAPK","CNA_MAPK14","mRNA_MAPK3","Drug_gefitinib","-1.035e-05","9e-04","-1.28e-05","0.0162","2.45e-06","0.0169"
"RAS/MAPK","CNA_MAPK14","mRNA_MAPK8","Drug_gefitinib","1.375e-05","0.0025","3.67e-05","0.0138","-2.296e-05","0.0148"
"RAS/MAPK","CNA_MAPK14","mRNA_MAPK14","Drug_gefitinib","0.00029856","0.0322","2.5e-07","0.006","0.00029831","0.0322"
"RAS/MAPK","CNA_MAPK14","mRNA_RPS6KA1","Drug_gefitinib","0.00039004","0.0212","5.11e-06","0.0095","0.00038494","0.028"
"RAS/MAPK","CNA_MAPK14","mRNA_RAF1","Drug_gefitinib","4.356e-05","0.0028","0.00015539","0.0416","-0.00011183","0.0432"
"RAS/MAPK","CNA_MAPK14","mRNA_MAP2K1","Drug_gefitinib","-7.11e-06","0.0011","7.51e-06","0.0064","-1.462e-05","0.0072"
"RAS/MAPK","CNA_MAPK14","mRNA_JUN","Drug_gefitinib","3.8e-06","0.0016","4.37e-06","0.0043","-5.7e-07","0.0057"
"RAS/MAPK","CNA_MAPK14","Protein_ARAF","Drug_gefitinib","4.74e-06","0.0074","-6.81e-06","0.004","1.155e-05","0.0109"
"RAS/MAPK","CNA_MAPK14","Protein_JUN","Drug_gefitinib","4.4e-07","4e-04","2.64e-06","7e-04","-2.2e-06","0.0011"
"RAS/MAPK","CNA_MAPK14","Protein_RAF1","Drug_gefitinib","-1.221e-05","0.001","-7.13e-06","0.0028","-5.08e-06","0.0038"
"RAS/MAPK","CNA_MAPK14","Protein_MAPK1","Drug_gefitinib","1.76e-06","4e-04","-3.93e-06","0.0027","5.69e-06","0.0031"
"RAS/MAPK","CNA_MAPK14","Protein_MAPK8","Drug_gefitinib","5.91e-06","0.0016","1.9e-07","2e-04","5.73e-06","0.0018"
"RAS/MAPK","CNA_MAPK14","Protein_MAP2K1","Drug_gefitinib","-1.223e-05","6e-04","5.11e-06","0.0015","-1.734e-05","0.0021"
"RAS/MAPK","CNA_MAPK14","Protein_MAPK14","Drug_gefitinib","-6.48e-06","0.001","1.1e-07","1e-04","-6.59e-06","0.0011"
"RAS/MAPK","CNA_MAPK14","Protein_RPS6KA1","Drug_gefitinib","0.00094972","0.0383","-3.68e-05","0.0064","0.00098651","0.0442"
"RAS/MAPK","CNA_MAPK14","Protein_YBX1","Drug_gefitinib","-6.86e-06","0.0035","1.086e-05","0.0086","-1.773e-05","0.0121"
"RAS/MAPK","CNA_ARAF","mRNA_YBX1","Drug_gefitinib","-1.64e-06","0.0017","-5.5e-07","5e-04","-1.09e-06","0.0021"
"RAS/MAPK","CNA_ARAF","mRNA_ARAF","Drug_gefitinib","0.00163877","0.0443","-1e-08","8e-04","0.00163878","0.0443"
"RAS/MAPK","CNA_ARAF","mRNA_MAPK1","Drug_gefitinib","4.26e-06","4e-04","-3.05e-06","0.0027","7.31e-06","0.0031"
"RAS/MAPK","CNA_ARAF","mRNA_MAPK3","Drug_gefitinib","-1.97e-06","2e-04","-3.7e-07","0.0017","-1.61e-06","0.0019"
"RAS/MAPK","CNA_ARAF","mRNA_MAPK8","Drug_gefitinib","-2.54e-06","3e-04","-7.2e-07","0.0021","-1.82e-06","0.0024"
"RAS/MAPK","CNA_ARAF","mRNA_MAPK14","Drug_gefitinib","5.24e-06","0.0022","-4.55e-06","0.0109","9.79e-06","0.012"
"RAS/MAPK","CNA_ARAF","mRNA_RPS6KA1","Drug_gefitinib","-1.291e-05","0.0033","3.36e-06","0.0044","-1.627e-05","0.0072"
"RAS/MAPK","CNA_ARAF","mRNA_RAF1","Drug_gefitinib","1.2e-07","4e-04","1.277e-05","0.0072","-1.265e-05","0.0076"
"RAS/MAPK","CNA_ARAF","mRNA_MAP2K1","Drug_gefitinib","-1.2e-06","0.0016","9.7e-07","0.0024","-2.18e-06","0.004"
"RAS/MAPK","CNA_ARAF","mRNA_JUN","Drug_gefitinib","5.49e-06","9e-04","-1.35e-06","0.0012","6.84e-06","0.0019"
"RAS/MAPK","CNA_ARAF","Protein_ARAF","Drug_gefitinib","-1.412e-05","5e-04","-8.05e-06","0.0071","-6.07e-06","0.0074"
"RAS/MAPK","CNA_ARAF","Protein_JUN","Drug_gefitinib","-4.7e-07","6e-04","5e-08","3e-04","-5.2e-07","8e-04"
"RAS/MAPK","CNA_ARAF","Protein_RAF1","Drug_gefitinib","4.03e-06","0.0011","2.72e-06","0.0085","1.32e-06","0.0088"
"RAS/MAPK","CNA_ARAF","Protein_MAPK1","Drug_gefitinib","3.236e-05","0.0032","8.44e-06","0.0076","2.392e-05","0.0104"
"RAS/MAPK","CNA_ARAF","Protein_MAPK8","Drug_gefitinib","4.13e-06","0.0011","-1.85e-06","4e-04","5.98e-06","0.0015"
"RAS/MAPK","CNA_ARAF","Protein_MAP2K1","Drug_gefitinib","1.576e-05","0.0037","-1.71e-06","0.002","1.747e-05","0.0053"
"RAS/MAPK","CNA_ARAF","Protein_MAPK14","Drug_gefitinib","-3.29e-06","8e-04","-2e-08","2e-04","-3.28e-06","9e-04"
"RAS/MAPK","CNA_ARAF","Protein_RPS6KA1","Drug_gefitinib","-6.211e-05","0.0091","2.036e-05","0.0141","-8.248e-05","0.023"
"RAS/MAPK","CNA_ARAF","Protein_YBX1","Drug_gefitinib","0.00027802","0.0268","-2.678e-05","0.0063","0.0003048","0.0322"
"RAS/MAPK","mRNA_YBX1","Protein_ARAF","Drug_gefitinib","0.00050493","0.0351","-1.33e-05","0.0038","0.00051824","0.0383"
"RAS/MAPK","mRNA_YBX1","Protein_JUN","Drug_gefitinib","-5.07e-06","0.0019","1.21e-06","8e-04","-6.29e-06","0.0025"
"RAS/MAPK","mRNA_YBX1","Protein_RAF1","Drug_gefitinib","-1.22e-06","0.0012","-2.079e-05","0.0037","1.958e-05","0.0048"
"RAS/MAPK","mRNA_YBX1","Protein_MAPK1","Drug_gefitinib","-6.1e-07","4e-04","-1.341e-05","0.01","1.28e-05","0.0104"
"RAS/MAPK","mRNA_YBX1","Protein_MAPK8","Drug_gefitinib","-2.258e-05","0.0024","9.6e-07","5e-04","-2.355e-05","0.0029"
"RAS/MAPK","mRNA_YBX1","Protein_MAP2K1","Drug_gefitinib","1.4e-07","6e-04","2.876e-05","0.0097","-2.863e-05","0.0103"
"RAS/MAPK","mRNA_YBX1","Protein_MAPK14","Drug_gefitinib","-8.4e-07","0.0014","-3.16e-06","0.0012","2.32e-06","0.0026"
"RAS/MAPK","mRNA_YBX1","Protein_RPS6KA1","Drug_gefitinib","0.00050123","0.0248","-3.535e-05","0.0217","0.00053658","0.0452"
"RAS/MAPK","mRNA_YBX1","Protein_YBX1","Drug_gefitinib","2.705e-05","0.0016","-4.91e-06","0.0167","3.196e-05","0.0179"
"RAS/MAPK","mRNA_ARAF","Protein_ARAF","Drug_gefitinib","-2.77e-05","0.0023","-2e-06","0.0048","-2.57e-05","0.0065"
"RAS/MAPK","mRNA_ARAF","Protein_JUN","Drug_gefitinib","-2.71e-06","6e-04","-1e-07","1e-04","-2.61e-06","7e-04"
"RAS/MAPK","mRNA_ARAF","Protein_RAF1","Drug_gefitinib","9.56e-06","0.0014","-1.47e-06","0.002","1.103e-05","0.0032"
"RAS/MAPK","mRNA_ARAF","Protein_MAPK1","Drug_gefitinib","2.7e-07","9e-04","8.3e-07","0.0014","-5.6e-07","0.0021"
"RAS/MAPK","mRNA_ARAF","Protein_MAPK8","Drug_gefitinib","2.75e-05","0.0062","-5.9e-07","2e-04","2.81e-05","0.0063"
"RAS/MAPK","mRNA_ARAF","Protein_MAP2K1","Drug_gefitinib","-9.59e-06","7e-04","-2.49e-06","8e-04","-7.1e-06","0.0015"
"RAS/MAPK","mRNA_ARAF","Protein_MAPK14","Drug_gefitinib","-5.8e-07","4e-04","4.9e-07","4e-04","-1.07e-06","8e-04"
"RAS/MAPK","mRNA_ARAF","Protein_RPS6KA1","Drug_gefitinib","-6.932e-05","0.014","1.505e-05","0.0056","-8.438e-05","0.019"
"RAS/MAPK","mRNA_ARAF","Protein_YBX1","Drug_gefitinib","7.1e-07","0.0034","-5.62e-06","0.004","6.34e-06","0.0073"
"RAS/MAPK","mRNA_MAPK1","Protein_ARAF","Drug_gefitinib","-4.675e-05","0.0041","0.00042996","0.0369","-0.00047671","0.0377"
"RAS/MAPK","mRNA_MAPK1","Protein_JUN","Drug_gefitinib","4.8e-06","0.001","-3.04e-06","0.0044","7.84e-06","0.0051"
"RAS/MAPK","mRNA_MAPK1","Protein_RAF1","Drug_gefitinib","9.8e-07","0.0017","-1.254e-05","0.0092","1.352e-05","0.0103"
"RAS/MAPK","mRNA_MAPK1","Protein_MAPK1","Drug_gefitinib","-1.984e-05","0.031","1.046e-05","0.0053","-3.03e-05","0.031"
"RAS/MAPK","mRNA_MAPK1","Protein_MAPK8","Drug_gefitinib","-0.00024756","0.0248","3.88e-06","0.0022","-0.00025144","0.0251"
"RAS/MAPK","mRNA_MAPK1","Protein_MAP2K1","Drug_gefitinib","-3.449e-05","0.0027","3.3e-06","0.0021","-3.779e-05","0.0047"
"RAS/MAPK","mRNA_MAPK1","Protein_MAPK14","Drug_gefitinib","7.93e-06","6e-04","-2.3e-07","6e-04","8.16e-06","0.0011"
"RAS/MAPK","mRNA_MAPK1","Protein_RPS6KA1","Drug_gefitinib","-0.00012011","0.0142","8.297e-05","0.0305","-0.00020307","0.0422"
"RAS/MAPK","mRNA_MAPK1","Protein_YBX1","Drug_gefitinib","-2.721e-05","0.0049","0.00059772","0.0658","-0.00062493","0.0679"
"RAS/MAPK","mRNA_MAPK3","Protein_ARAF","Drug_gefitinib","-2.067e-05","0.0031","-3.6e-07","0.0023","-2.031e-05","0.0053"
"RAS/MAPK","mRNA_MAPK3","Protein_JUN","Drug_gefitinib","-5.67e-06","0.0044","-1.45e-06","6e-04","-4.23e-06","0.0049"
"RAS/MAPK","mRNA_MAPK3","Protein_RAF1","Drug_gefitinib","-2.9e-07","3e-04","-7.2e-07","0.0012","4.3e-07","0.0014"
"RAS/MAPK","mRNA_MAPK3","Protein_MAPK1","Drug_gefitinib","-2.43e-06","1e-04","-1.04e-06","0.0013","-1.39e-06","0.0013"
"RAS/MAPK","mRNA_MAPK3","Protein_MAPK8","Drug_gefitinib","1.751e-05","0.0025","2.9e-07","0.0014","1.722e-05","0.0039"
"RAS/MAPK","mRNA_MAPK3","Protein_MAP2K1","Drug_gefitinib","2.064e-05","0.001","-3.56e-06","0.001","2.42e-05","0.002"
"RAS/MAPK","mRNA_MAPK3","Protein_MAPK14","Drug_gefitinib","4.73e-06","0.0017","2.3e-07","1e-04","4.5e-06","0.0018"
"RAS/MAPK","mRNA_MAPK3","Protein_RPS6KA1","Drug_gefitinib","2.257e-05","0.0124","1.01e-06","0.013","2.156e-05","0.0239"
"RAS/MAPK","mRNA_MAPK3","Protein_YBX1","Drug_gefitinib","-1.17e-05","0.0044","3.77e-06","0.0072","-1.547e-05","0.0109"
"RAS/MAPK","mRNA_MAPK8","Protein_ARAF","Drug_gefitinib","2.221e-05","0.0036","-4.12e-06","0.0035","2.634e-05","0.0066"
"RAS/MAPK","mRNA_MAPK8","Protein_JUN","Drug_gefitinib","2.525e-05","0.0051","7e-07","6e-04","2.455e-05","0.0057"
"RAS/MAPK","mRNA_MAPK8","Protein_RAF1","Drug_gefitinib","-3.45e-06","0.002","-9.27e-06","0.0013","5.82e-06","0.0032"
"RAS/MAPK","mRNA_MAPK8","Protein_MAPK1","Drug_gefitinib","8.1e-07","8e-04","-3.8e-07","0.001","1.19e-06","0.0018"
"RAS/MAPK","mRNA_MAPK8","Protein_MAPK8","Drug_gefitinib","4.74e-06","8e-04","-8e-08","3e-04","4.83e-06","0.0011"
"RAS/MAPK","mRNA_MAPK8","Protein_MAP2K1","Drug_gefitinib","0","0.0013","4e-08","0.001","-3e-08","0.0023"
"RAS/MAPK","mRNA_MAPK8","Protein_MAPK14","Drug_gefitinib","-9.2e-07","8e-04","-4e-08","1e-04","-8.8e-07","9e-04"
"RAS/MAPK","mRNA_MAPK8","Protein_RPS6KA1","Drug_gefitinib","-4.888e-05","0.0116","4.341e-05","0.0113","-9.23e-05","0.0225"
"RAS/MAPK","mRNA_MAPK8","Protein_YBX1","Drug_gefitinib","-3.334e-05","0.003","-8.7e-07","0.0056","-3.247e-05","0.0083"
"RAS/MAPK","mRNA_MAPK14","Protein_ARAF","Drug_gefitinib","2.306e-05","0.0026","-1.936e-05","0.007","4.242e-05","0.0095"
"RAS/MAPK","mRNA_MAPK14","Protein_JUN","Drug_gefitinib","4.77e-06","7e-04","5.9e-07","6e-04","4.18e-06","0.0012"
"RAS/MAPK","mRNA_MAPK14","Protein_RAF1","Drug_gefitinib","8.89e-06","0.0029","7.35e-06","0.0035","1.54e-06","0.006"
"RAS/MAPK","mRNA_MAPK14","Protein_MAPK1","Drug_gefitinib","2.25e-06","0.0012","-4.28e-06","0.002","6.54e-06","0.0031"
"RAS/MAPK","mRNA_MAPK14","Protein_MAPK8","Drug_gefitinib","3e-08","0.0018","-4.6e-07","1e-04","4.9e-07","0.0019"
"RAS/MAPK","mRNA_MAPK14","Protein_MAP2K1","Drug_gefitinib","-8.52e-06","8e-04","-1.43e-06","0.0011","-7.09e-06","0.0019"
"RAS/MAPK","mRNA_MAPK14","Protein_MAPK14","Drug_gefitinib","-1.353e-05","0.0012","1e-07","1e-04","-1.363e-05","0.0013"
"RAS/MAPK","mRNA_MAPK14","Protein_RPS6KA1","Drug_gefitinib","0.0009833","0.0369","-4.685e-05","0.0087","0.00103015","0.0441"
"RAS/MAPK","mRNA_MAPK14","Protein_YBX1","Drug_gefitinib","-5.461e-05","0.0062","3.355e-05","0.0076","-8.816e-05","0.0129"
"RAS/MAPK","mRNA_RPS6KA1","Protein_ARAF","Drug_gefitinib","-1.44e-06","0.0056","-5.561e-05","0.0144","5.417e-05","0.0186"
"RAS/MAPK","mRNA_RPS6KA1","Protein_JUN","Drug_gefitinib","2.3e-06","0.003","-7.35e-06","0.0028","9.65e-06","0.0048"
"RAS/MAPK","mRNA_RPS6KA1","Protein_RAF1","Drug_gefitinib","-0.00022289","0.0139","2.22e-05","0.0074","-0.00024509","0.017"
"RAS/MAPK","mRNA_RPS6KA1","Protein_MAPK1","Drug_gefitinib","-5.87e-06","0.0011","-1.12e-05","0.0061","5.33e-06","0.0069"
"RAS/MAPK","mRNA_RPS6KA1","Protein_MAPK8","Drug_gefitinib","-8.54e-06","0.0016","9.4e-07","0.0015","-9.48e-06","0.0031"
"RAS/MAPK","mRNA_RPS6KA1","Protein_MAP2K1","Drug_gefitinib","1.453e-05","0.0017","3.544e-05","0.0078","-2.092e-05","0.0093"
"RAS/MAPK","mRNA_RPS6KA1","Protein_MAPK14","Drug_gefitinib","-4.16e-06","3e-04","2.08e-06","7e-04","-6.24e-06","0.001"
"RAS/MAPK","mRNA_RPS6KA1","Protein_RPS6KA1","Drug_gefitinib","-0.03273225","0.2936","7.345e-05","0.0245","-0.0328057","0.2936"
"RAS/MAPK","mRNA_RPS6KA1","Protein_YBX1","Drug_gefitinib","-4.388e-05","0.0062","0.00012932","0.0305","-0.00017321","0.0338"
"RAS/MAPK","mRNA_RAF1","Protein_ARAF","Drug_gefitinib","8.9e-05","0.0032","3.3e-07","0.0074","8.867e-05","0.0102"
"RAS/MAPK","mRNA_RAF1","Protein_JUN","Drug_gefitinib","1.87e-06","0.0016","5.7e-07","0.0013","1.29e-06","0.0028"
"RAS/MAPK","mRNA_RAF1","Protein_RAF1","Drug_gefitinib","0.00053701","0.0336","-1.666e-05","0.0023","0.00055367","0.0338"
"RAS/MAPK","mRNA_RAF1","Protein_MAPK1","Drug_gefitinib","6.26e-06","0.001","9.3e-06","0.0093","-3.04e-06","0.0102"
"RAS/MAPK","mRNA_RAF1","Protein_MAPK8","Drug_gefitinib","-1.06e-06","4e-04","3.01e-06","0.0014","-4.06e-06","0.0018"
"RAS/MAPK","mRNA_RAF1","Protein_MAP2K1","Drug_gefitinib","-6.1e-07","9e-04","6.69e-06","0.0016","-7.3e-06","0.0025"
"RAS/MAPK","mRNA_RAF1","Protein_MAPK14","Drug_gefitinib","-2.26e-06","3e-04","1.5e-07","2e-04","-2.41e-06","4e-04"
"RAS/MAPK","mRNA_RAF1","Protein_RPS6KA1","Drug_gefitinib","2.053e-05","0.0091","-0.00013195","0.0366","0.00015248","0.0438"
"RAS/MAPK","mRNA_RAF1","Protein_YBX1","Drug_gefitinib","5.925e-05","0.007","-0.0004398","0.0669","0.00049905","0.0692"
"RAS/MAPK","mRNA_MAP2K1","Protein_ARAF","Drug_gefitinib","-1.189e-05","0.0022","0.00027874","0.042","-0.00029063","0.043"
"RAS/MAPK","mRNA_MAP2K1","Protein_JUN","Drug_gefitinib","-2.04e-06","4e-04","4.93e-06","0.0021","-6.96e-06","0.0025"
"RAS/MAPK","mRNA_MAP2K1","Protein_RAF1","Drug_gefitinib","-2.079e-05","0.0017","1.09e-06","0.0035","-2.188e-05","0.0047"
"RAS/MAPK","mRNA_MAP2K1","Protein_MAPK1","Drug_gefitinib","4.39e-06","9e-04","-2.31e-06","0.0027","6.7e-06","0.0035"
"RAS/MAPK","mRNA_MAP2K1","Protein_MAPK8","Drug_gefitinib","9e-07","5e-04","0","0","9e-07","5e-04"
"RAS/MAPK","mRNA_MAP2K1","Protein_MAP2K1","Drug_gefitinib","0.00164077","0.0413","-1.405e-05","0.0034","0.00165482","0.0413"
"RAS/MAPK","mRNA_MAP2K1","Protein_MAPK14","Drug_gefitinib","-2.62e-06","5e-04","-5.33e-06","0.0013","2.71e-06","0.0018"
"RAS/MAPK","mRNA_MAP2K1","Protein_RPS6KA1","Drug_gefitinib","0.00377688","0.102","-0.00023845","0.0294","0.00401533","0.1209"
"RAS/MAPK","mRNA_MAP2K1","Protein_YBX1","Drug_gefitinib","-8.459e-05","0.0071","2.65e-06","0.0135","-8.723e-05","0.0194"
"RAS/MAPK","mRNA_JUN","Protein_ARAF","Drug_gefitinib","-8.8e-06","0.0059","-1.243e-05","0.0048","3.63e-06","0.0104"
"RAS/MAPK","mRNA_JUN","Protein_JUN","Drug_gefitinib","0.00022162","0.0222","2.3e-07","6e-04","0.00022138","0.0223"
"RAS/MAPK","mRNA_JUN","Protein_RAF1","Drug_gefitinib","-1.959e-05","9e-04","-3.66e-06","0.0037","-1.593e-05","0.0045"
"RAS/MAPK","mRNA_JUN","Protein_MAPK1","Drug_gefitinib","1.21e-05","0.0016","1.406e-05","0.0059","-1.96e-06","0.0069"
"RAS/MAPK","mRNA_JUN","Protein_MAPK8","Drug_gefitinib","1.073e-05","0.0012","-7.8e-07","0.0027","1.15e-05","0.0037"
"RAS/MAPK","mRNA_JUN","Protein_MAP2K1","Drug_gefitinib","1.1e-06","5e-04","3.29e-06","0.0026","-2.19e-06","0.0029"
"RAS/MAPK","mRNA_JUN","Protein_MAPK14","Drug_gefitinib","6.19e-06","0.0015","-1.18e-06","6e-04","7.37e-06","0.0021"
"RAS/MAPK","mRNA_JUN","Protein_RPS6KA1","Drug_gefitinib","0.00039985","0.0226","0.0001069","0.0389","0.00029295","0.0602"
"RAS/MAPK","mRNA_JUN","Protein_YBX1","Drug_gefitinib","7.842e-05","0.0064","-3.911e-05","0.0073","0.00011754","0.0131"
"RTK","CNA_SHC1","mRNA_ERBB3","Drug_gefitinib","-0.0001088","0.0081","2.749e-05","0.0165","-0.00013629","0.023"
"RTK","CNA_SHC1","mRNA_ERBB2","Drug_gefitinib","-1.845e-05","0.0043","-1.178e-05","0.0058","-6.67e-06","0.0096"
"RTK","CNA_SHC1","mRNA_EGFR","Drug_gefitinib","3.608e-05","0.0018","-2.405e-05","0.0068","6.014e-05","0.0084"
"RTK","CNA_SHC1","mRNA_SHC1","Drug_gefitinib","0.00039443","0.0139","-5.039e-05","0.0173","0.00044482","0.0287"
"RTK","CNA_SHC1","mRNA_SRC","Drug_gefitinib","4e-07","0.0015","-2.32e-06","5e-04","2.72e-06","0.002"
"RTK","CNA_SHC1","Protein_EGFR","Drug_gefitinib","2.112e-05","0.0025","-1.039e-05","0.0055","3.151e-05","0.0078"
"RTK","CNA_SHC1","Protein_ERBB2","Drug_gefitinib","5.18e-06","0.0012","-5.14e-06","0.0015","1.031e-05","0.0027"
"RTK","CNA_SHC1","Protein_ERBB3","Drug_gefitinib","2.755e-05","0.0022","-6.647e-05","0.012","9.403e-05","0.014"
"RTK","CNA_SHC1","Protein_SHC1","Drug_gefitinib","-0.05105145","0.6405","0.00017796","0.0203","-0.05122941","0.6491"
"RTK","CNA_SHC1","Protein_SRC","Drug_gefitinib","-4.97e-06","9e-04","4.61e-06","0.0039","-9.58e-06","0.0046"
"RTK","CNA_ERBB3","mRNA_ERBB3","Drug_gefitinib","-7.28e-06","0.0078","4.68e-06","0.0023","-1.196e-05","0.0093"
"RTK","CNA_ERBB3","mRNA_ERBB2","Drug_gefitinib","-5.3e-07","2e-04","-1.885e-05","0.0046","1.832e-05","0.0047"
"RTK","CNA_ERBB3","mRNA_EGFR","Drug_gefitinib","-4.31e-06","7e-04","4.68e-06","0.0018","-8.99e-06","0.0025"
"RTK","CNA_ERBB3","mRNA_SHC1","Drug_gefitinib","7.467e-05","0.0047","-5.426e-05","0.0123","0.00012893","0.0164"
"RTK","CNA_ERBB3","mRNA_SRC","Drug_gefitinib","5.66e-06","0.0018","1.95e-06","7e-04","3.71e-06","0.0025"
"RTK","CNA_ERBB3","Protein_EGFR","Drug_gefitinib","7.83e-06","1e-04","1.92e-06","6e-04","5.91e-06","7e-04"
"RTK","CNA_ERBB3","Protein_ERBB2","Drug_gefitinib","4.1e-06","0.0018","1.8e-07","0.0011","3.93e-06","0.0028"
"RTK","CNA_ERBB3","Protein_ERBB3","Drug_gefitinib","-2.797e-05","0.0033","5.13e-06","0.0026","-3.31e-05","0.0058"
"RTK","CNA_ERBB3","Protein_SHC1","Drug_gefitinib","0.00052644","0.0347","-0.00010299","0.018","0.00062944","0.0522"
"RTK","CNA_ERBB3","Protein_SRC","Drug_gefitinib","-7.4e-07","0.001","2.6e-07","3e-04","-1e-06","0.0013"
"RTK","CNA_ERBB2","mRNA_ERBB3","Drug_gefitinib","4.403e-05","0.0022","-0.00025433","0.03","0.00029836","0.0302"
"RTK","CNA_ERBB2","mRNA_ERBB2","Drug_gefitinib","-0.00015569","0.0199","-3.9e-07","0.0017","-0.0001553","0.0205"
"RTK","CNA_ERBB2","mRNA_EGFR","Drug_gefitinib","-1.169e-05","0.0045","-7.74e-06","0.0057","-3.94e-06","0.0099"
"RTK","CNA_ERBB2","mRNA_SHC1","Drug_gefitinib","-1.817e-05","0.0065","0.00019715","0.0224","-0.00021532","0.0265"
"RTK","CNA_ERBB2","mRNA_SRC","Drug_gefitinib","-1.258e-05","0.0016","2.22e-06","7e-04","-1.48e-05","0.0023"
"RTK","CNA_ERBB2","Protein_EGFR","Drug_gefitinib","-5.43e-06","0.0016","-9.05e-06","0.0075","3.63e-06","0.009"
"RTK","CNA_ERBB2","Protein_ERBB2","Drug_gefitinib","1.259e-05","0.0189","-7.08e-06","0.0013","1.967e-05","0.0191"
"RTK","CNA_ERBB2","Protein_ERBB3","Drug_gefitinib","2.556e-05","0.0033","-0.00020045","0.0235","0.00022601","0.0267"
"RTK","CNA_ERBB2","Protein_SHC1","Drug_gefitinib","0.00012733","0.0431","-7.16e-06","0.0617","0.00013449","0.1017"
"RTK","CNA_ERBB2","Protein_SRC","Drug_gefitinib","6.24e-06","0.0014","-1.017e-05","0.0085","1.641e-05","0.0094"
"RTK","CNA_SRC","mRNA_ERBB3","Drug_gefitinib","2.288e-05","0.0012","2.08e-06","0.0035","2.08e-05","0.0046"
"RTK","CNA_SRC","mRNA_ERBB2","Drug_gefitinib","-1.34e-06","9e-04","9.31e-06","0.0019","-1.065e-05","0.0027"
"RTK","CNA_SRC","mRNA_EGFR","Drug_gefitinib","-8.09e-06","6e-04","-4.65e-06","0.0015","-3.44e-06","0.0019"
"RTK","CNA_SRC","mRNA_SHC1","Drug_gefitinib","-1.278e-05","0.0034","1.543e-05","0.003","-2.821e-05","0.0063"
"RTK","CNA_SRC","mRNA_SRC","Drug_gefitinib","5.678e-05","0.0053","3e-07","1e-04","5.648e-05","0.0053"
"RTK","CNA_SRC","Protein_EGFR","Drug_gefitinib","5.76e-06","0.0013","2.2e-07","7e-04","5.55e-06","0.0019"
"RTK","CNA_SRC","Protein_ERBB2","Drug_gefitinib","5.53e-06","0.0016","-5.32e-06","0.002","1.085e-05","0.0035"
"RTK","CNA_SRC","Protein_ERBB3","Drug_gefitinib","1.058e-05","0.003","-1.486e-05","0.0036","2.543e-05","0.0065"
